parameter,number_measurements,measurement_spacing,midpoint,bias,num_removed_values,lower_ci,upper_ci,lower_ci_perc,upper_ci_perc,sd_estimate,estimate,num_converged_values,pop_value,perc_error,conv_fail
theta_fixed,5,Equal,80,0.08183032277086967,0,2.9846877416052173,3.0118628683470927,-1.5312258394782852,1.1862868347092623,0.006980357749256678,2.999428795072322,995,3,0.019040164255927174,0
theta_fixed,5,Equal,180,0.002702607044508884,0,2.992174216323881,3.007368826153914,-0.7825783676119058,0.7368826153914143,0.003946154911893458,2.9999893350939364,967,3,3.5549686878688647e-4,0
theta_fixed,5,Equal,280,0.011406068090732874,0,2.9924095298387527,3.0067630447716143,-0.7590470161247032,0.6763044771614046,0.003633744814890717,2.999958553259217,981,3,0.0013815580260997016,0
theta_fixed,5,Time increasing,80,-0.11412611045443598,0,2.991085266331375,3.0095634322747675,-0.8914733668624442,0.9563432274767302,0.00480112944938014,3.000547934229846,1000,3,-0.01826447432820011,0
theta_fixed,5,Time increasing,180,-0.03716832121391322,0,2.9925927058081196,3.006533813909493,-0.7407294191879998,0.653381390949289,0.0036213681129052353,3.0001346001732543,1000,3,-0.004486672441809484,0
theta_fixed,5,Time increasing,280,0.010233694691049604,0,2.993161143559977,3.006918974429107,-0.6838856440023189,0.6918974429106939,0.003548620931330286,2.9999636844968145,936,3,0.0012105167728500752,0
theta_fixed,5,Time decreasing,80,0.37694971912936687,22,2.9545460710056823,3.013547166798652,-4.545392899431771,1.3547166798652088,0.016255328459047085,2.9938725585030066,968,3,0.20424804989978007,0
theta_fixed,5,Time decreasing,180,-0.03735152814024701,7,2.9924014822514318,3.0082968954658087,-0.7598517748568179,0.8296895465808363,0.0038701743100899226,3.000144556924651,983,3,-0.004818564155032826,0
theta_fixed,5,Time decreasing,280,-0.04867555835444533,1,2.992994383217981,3.0073732143000846,-0.7005616782019053,0.7373214300084362,0.003671795986382766,3.000178726719801,880,3,-0.005957557326693083,0
theta_fixed,5,Middle-and-extreme,80,0.4762122682293185,11,2.947609713390799,3.0131122239086103,-5.23902866092012,1.3112223908610334,0.017708055925356004,2.9915672065218546,968,3,0.2810931159381802,0
theta_fixed,5,Middle-and-extreme,180,-0.06897584453352637,1,2.992799222144143,3.0077959564026324,-0.7200777855856932,0.7795956402632238,0.003817567008887875,3.0002633199085014,949,3,-0.008777330283378976,0
theta_fixed,5,Middle-and-extreme,280,-0.12885005102654762,17,2.9932115952943383,3.0082559617164484,-0.6788404705661799,0.825596171644862,0.0038458582083345403,3.0004955390263848,820,3,-0.016517967546159085,0
theta_fixed,7,Equal,80,-0.20689290356221485,0,2.9921606958322484,3.0097069593878754,-0.7839304167751715,0.9706959387875636,0.004256616114718168,3.0008806636673238,1000,3,-0.029355455577458518,0
theta_fixed,7,Equal,180,-0.048041294004208486,0,2.9930856762293514,3.007604799875532,-0.6914323770648512,0.7604799875532284,0.003664094912099901,3.0001760278609315,993,3,-0.00586759536438386,0
theta_fixed,7,Equal,280,-0.08042517746838729,0,2.993024945208831,3.0068983562691023,-0.6975054791168944,0.6898356269102368,0.0034831685298109855,3.0002801344471624,990,3,-0.009337814905411673,0
theta_fixed,7,Time increasing,80,-0.2080013431594027,0,2.9934720467717555,3.0091086847028676,-0.6527953228244843,0.9108684702867671,0.003972281716637362,3.000826239932468,999,3,-0.027541331082270304,0
theta_fixed,7,Time increasing,180,-0.038230320762423727,0,2.992871440532373,3.00697909404247,-0.7128559467626883,0.697909404247028,0.0036357910544349992,3.000138997458236,1000,3,-0.0046332486078733606,0
theta_fixed,7,Time increasing,280,-0.055154337056270146,0,2.9934282258079006,3.006861526459937,-0.6571774192099511,0.6861526459937434,0.0034153994002441256,3.000188374089703,994,3,-0.006279136323428247,0
theta_fixed,7,Time decreasing,80,0.10857261527307786,0,2.988071614096818,3.0106774166891572,-1.192838590318178,1.0677416689157402,0.005711052950586286,2.999379936045192,994,3,0.020668798493606033,0
theta_fixed,7,Time decreasing,180,-0.05432318908610113,2,2.9931877605058896,3.0073032879383512,-0.6812239494110528,0.7303287938351055,0.003627138385426467,3.000197037724353,998,3,-0.0065679241450992505,0
theta_fixed,7,Time decreasing,280,-0.09651233132718974,0,2.992837850284242,3.0071500153286186,-0.7162149715757904,0.7150015328618864,0.003686709218421016,3.0003558129015953,976,3,-0.011860430053175126,0
theta_fixed,7,Middle-and-extreme,80,-0.09316085726087392,0,2.990971932941825,3.009516719516137,-0.9028067058175271,0.9516719516136973,0.004754943789041797,3.0004429746396144,991,3,-0.014765821320480063,0
theta_fixed,7,Middle-and-extreme,180,-0.07721156564963488,0,2.9932729254815675,3.0072860380502395,-0.6727074518432419,0.728603805023953,0.0036382029355800467,3.0002809113448072,997,3,-0.009363711493574439,0
theta_fixed,7,Middle-and-extreme,280,0.01748647143038083,1,2.992897245080255,3.0062999006697546,-0.7102754919745358,0.6299900669754649,0.0033720991066984868,2.9999410338853103,989,3,0.001965537156323194,0
theta_fixed,9,Equal,80,-0.2155894254194145,0,2.9920132430459567,3.00897277925877,-0.7986756954043273,0.8972779258769659,0.0042860582514691785,3.0009240288357484,996,3,-0.030800961191612686,0
theta_fixed,9,Equal,180,-0.05142701495021984,0,2.9935115827829666,3.0068481869421197,-0.6488417217033349,0.6848186942120037,0.0034704720791965487,3.000178476019501,999,3,-0.005949200650038714,0
theta_fixed,9,Equal,280,-0.04671082490251446,0,2.99338586485759,3.0070598582770254,-0.6614135142409716,0.7059858277025155,0.003509089226858159,3.000163912452443,996,3,-0.005463748414769043,0
theta_fixed,9,Time increasing,80,-0.24549061416269388,0,2.9930101953963173,3.0096261397300106,-0.6989804603682881,0.9626139730010496,0.004104251764868645,3.001007555286436,1000,3,-0.03358517621453079,0
theta_fixed,9,Time increasing,180,-0.12095018645437042,0,2.9933882253495616,3.0074596316865945,-0.6611774650438385,0.7459631686594692,0.0035132946758855907,3.0004249336461175,997,3,-0.014164454870583635,0
theta_fixed,9,Time increasing,280,-0.04473913872817222,0,2.993054956255316,3.0066063264030505,-0.694504374468421,0.6606326403050252,0.0034201406110019776,3.0001530141452655,999,3,-0.005100471508849106,0
theta_fixed,9,Time decreasing,80,-0.20570061245990343,0,2.9925388105406614,3.0089142265026747,-0.7461189459338669,0.8914226502674705,0.004221092802496459,3.0008682813747236,1000,3,-0.02894271249078706,0
theta_fixed,9,Time decreasing,180,-0.13885959484724805,3,2.9934032904376457,3.007325022995534,-0.6596709562354075,0.7325022995534168,0.0035933823165921427,3.0004989756126133,996,3,-0.016632520420441686,0
theta_fixed,9,Time decreasing,280,-0.08396660434731386,0,2.9936643002094163,3.007223575563467,-0.6335699790583793,0.7223575563467199,0.0034722220435725523,3.0002915506945387,991,3,-0.009718356484622603,0
theta_fixed,9,Middle-and-extreme,80,-0.11181754644476523,0,2.9925487510229316,3.0085748007883732,-0.7451248977068303,0.8574800788373427,0.004216305198588677,3.0004714569023685,997,3,-0.015715230078949816,0
theta_fixed,9,Middle-and-extreme,180,-0.044421046844247865,0,2.9927609682915803,3.0070674038098613,-0.7239031708419574,0.7067403809861439,0.003579465259469542,3.0001590035939683,997,3,-0.005300119798941813,0
theta_fixed,9,Middle-and-extreme,280,-0.018842590289542917,0,2.9931757616419032,3.006905733771772,-0.6824238358096513,0.6905733771771889,0.0034050710725079623,3.000064160359126,998,3,-0.002138678637534734,0
theta_fixed,11,Equal,80,-0.25614631066829374,0,2.9927211584184636,3.0089065819571217,-0.7278841581536366,0.8906581957121549,0.004093464899957827,3.0010485259319744,1000,3,-0.03495086439914512,0
theta_fixed,11,Equal,180,-0.09372090194330009,1,2.993396418276291,3.0074800950502674,-0.6603581723708807,0.7480095050267449,0.0035139005457728756,3.000329325928489,994,3,-0.01097753094962961,0
theta_fixed,11,Equal,280,-0.04257751023685701,1,2.99331689855912,3.006476595078323,-0.6683101440880079,0.6476595078323044,0.0034774236299470337,3.000148060040202,997,3,-0.004935334673398609,0
theta_fixed,11,Time increasing,80,-0.1400679458114878,0,2.992828456357928,3.008301640264912,-0.7171543642071732,0.8301640264911747,0.0038849120291966997,3.000544151647588,1000,3,-0.01813838825293068,0
theta_fixed,11,Time increasing,180,-0.11219071505433534,1,2.9934730851313285,3.0075238263145705,-0.6526914868671685,0.7523826314570103,0.003494925817736607,3.0003920982265537,997,3,-0.013069940885124254,0
theta_fixed,11,Time increasing,280,-0.07498757978939437,1,2.993478970634528,3.0066128111267845,-0.6521029365472364,0.6612811126784643,0.003400444485233819,3.000254991102156,996,3,-0.008499703405195902,0
theta_fixed,11,Time decreasing,80,0.010249189575747426,0,2.9916446233315765,3.0080420609705163,-0.8355376668423385,0.8042060970516247,0.004176520492844036,2.999957194049702,999,3,0.0014268650099384197,0
theta_fixed,11,Time decreasing,180,-0.10480414679361855,1,2.9935860691087544,3.0071831139951093,-0.6413930891245401,0.7183113995109268,0.0035056479282763457,3.000367406440082,996,3,-0.01224688133606063,0
theta_fixed,11,Time decreasing,280,-0.058832877664058356,2,2.993104041948267,3.0068735004288456,-0.6895958051732898,0.6873500428845268,0.003555394735857706,3.000209174103542,996,3,-0.006972470118071783,0
theta_fixed,11,Middle-and-extreme,80,-0.1993108540133848,0,2.9933095047926646,3.0085151319065853,-0.6690495207335267,0.8515131906585148,0.003901221292337357,3.000777555747471,1000,3,-0.025918524915698644,0
theta_fixed,11,Middle-and-extreme,180,-0.07407536719492186,0,2.9936031890509636,3.007012976480581,-0.6396810949036424,0.7012976480581017,0.0034130256845269057,3.000252821130827,994,3,-0.00842737102756767,0
theta_fixed,11,Middle-and-extreme,280,-0.027876531575217238,1,2.993427574431596,3.006438957880874,-0.6572425568403961,0.643895788087403,0.0034023889315574,3.0000948468024817,996,3,-0.0031615600827243164,0
theta_rand,5,Equal,80,0.1538301130350926,0,0.042694878981311545,0.0558799589107979,-0.7305121018688455,0.5879958910797894,0.003332485596695981,0.04948736336397244,995,0.05,1.0252732720551216,0
theta_rand,5,Equal,180,0.11283975898570388,5,0.04378463245943364,0.05505919785573855,-0.6215367540566358,0.5059197855738546,0.002919533701868234,0.04967056052073055,967,0.05,0.6588789585389027,0
theta_rand,5,Equal,280,0.045457777427476,0,0.04476411090909979,0.05504852352526686,-0.5235889090900214,0.5048523525266857,0.002601530274306793,0.049881740215819724,981,0.05,0.23651956836055754,0
theta_rand,5,Time increasing,80,0.15345290255767752,1,0.04409233761300788,0.05490770364329786,-0.5907662386992117,0.4907703643297862,0.0029234722831570567,0.04955138469260263,1000,0.05,0.8972306147947418,0
theta_rand,5,Time increasing,180,-0.011650788293722928,0,0.04497721553377165,0.05513292022038002,-0.5022784466228345,0.5132920220380017,0.002623386529256556,0.050030564521064975,1000,0.05,-0.06112904212994541,0
theta_rand,5,Time increasing,280,0.08778209354277604,0,0.044247581987783155,0.054759644071450134,-0.5752418012216842,0.4759644071450132,0.0026678492598536997,0.0497658106067135,936,0.05,0.4683787865730066,0
theta_rand,5,Time decreasing,80,0.2745280139860878,3,0.03162277660168379,0.05761037727037213,-1.8377223398316211,0.7610377270372131,0.005578360494709737,0.04846858377208889,968,0.05,3.0628324558222286,0
theta_rand,5,Time decreasing,180,0.07245980774746258,1,0.04389620608188158,0.055376698818894676,-0.610379391811843,0.5376698818894668,0.0029848093237489167,0.04978372129023832,983,0.05,0.4325574195233606,0
theta_rand,5,Time decreasing,280,0.037301019827764195,4,0.04434107649129649,0.05559937208796555,-0.5658923508703511,0.559937208796555,0.002814778003218278,0.0498950059098912,880,0.05,0.20998818021759902,0
theta_rand,5,Middle-and-extreme,80,0.30449951765746713,2,0.03162277660168379,0.057769384085639947,-1.8377223398316211,0.7769384085639943,0.005797480169728682,0.04823467008468889,968,0.05,3.530659830622229,0
theta_rand,5,Middle-and-extreme,180,0.11555745063437796,2,0.04380911464596051,0.055593313632582096,-0.619088535403949,0.5593313632582093,0.003086949068177489,0.049643280035443244,949,0.05,0.7134399291135185,0
theta_rand,5,Middle-and-extreme,280,0.07050146356156743,19,0.04503186061041649,0.054930908014989975,-0.49681393895835146,0.4930908014989972,0.002523454501598249,0.0498220927644063,820,0.05,0.3558144711874045,0
theta_rand,7,Equal,80,0.18985874314573553,1,0.04381761396581607,0.055382335685885145,-0.6182386034183934,0.5382335685885147,0.003036885064009511,0.0494234208186691,1000,0.05,1.1531583626618047,0
theta_rand,7,Equal,180,0.022771753014407918,2,0.04478622961914425,0.05496710740928785,-0.5213770380855751,0.49671074092878487,0.0026484992276126665,0.04993968902972996,993,0.05,0.12062194054009157,0
theta_rand,7,Equal,280,0.015929862883792743,0,0.04526017086755057,0.054955826849503654,-0.47398291324494357,0.4955826849503653,0.0025792498497629606,0.049958912903550236,990,0.05,0.08217419289953398,0
theta_rand,7,Time increasing,80,0.1828881448930556,0,0.04336309996200237,0.05553217053205038,-0.6636900037997632,0.5532170532050377,0.003100804523418075,0.049432899613036076,999,0.05,1.1342007739278541,0
theta_rand,7,Time increasing,180,0.1023835126682885,0,0.044777264907897504,0.054700832989789075,-0.5222735092102496,0.4700832989789068,0.0025592670328998257,0.04973797325131557,1000,0.05,0.5240534973688649,0
theta_rand,7,Time increasing,280,0.014783311800010992,0,0.04513997886227006,0.05467787760325966,-0.48600211377299485,0.46778776032596564,0.0025422433563469606,0.04996241722379162,994,0.05,0.07516555241676715,0
theta_rand,7,Time decreasing,80,0.11285024558771525,1,0.0430772534466883,0.05609922261906736,-0.6922746553311703,0.6099222619067348,0.003282129365763969,0.04962961089502289,994,0.05,0.740778209954232,0
theta_rand,7,Time decreasing,180,0.09380468819019995,1,0.0442123804887715,0.05535001700414728,-0.5787619511228506,0.5350017004147279,0.0029127197564750695,0.049726773231458424,998,0.05,0.546453537083158,0
theta_rand,7,Time decreasing,280,0.047184564917828097,0,0.044676060045871276,0.05545641871975515,-0.5323939954128729,0.5456418719755145,0.0027028445656064578,0.049872467455131346,976,0.05,0.25506508973731357,0
theta_rand,7,Middle-and-extreme,80,0.127088487489065,0,0.0433194121969268,0.055623161836903676,-0.6680587803073206,0.5623161836903678,0.0031192312857402887,0.0496035816137667,991,0.05,0.7928367724666097,0
theta_rand,7,Middle-and-extreme,180,0.07075587114520446,0,0.04448738514634106,0.055147723823711844,-0.5512614853658941,0.5147723823711841,0.0027025718801546483,0.04980877717228713,997,0.05,0.3824456554257505,0
theta_rand,7,Middle-and-extreme,280,0.13368810767084408,0,0.04491926338229813,0.054574711099238116,-0.5080736617701872,0.45747110992381124,0.0025361352074076437,0.04966094888332427,989,0.05,0.678102233351463,0
theta_rand,9,Equal,80,0.08919474085527405,0,0.04343951516199681,0.05564747186799242,-0.6560484838003191,0.5647471867992411,0.003117892981727576,0.049721900343480334,996,0.05,0.5561993130393378,0
theta_rand,9,Equal,180,0.1284296819849542,1,0.04459748365354065,0.054688881968520266,-0.5402516346459346,0.46888819685202576,0.00261431460995036,0.04966424440603546,999,0.05,0.6715111879290886,0
theta_rand,9,Equal,280,0.10694080390863536,1,0.04497938057417374,0.054724170625255086,-0.5020619425826258,0.47241706252550847,0.002451103629239525,0.049737877007425754,996,0.05,0.5242459851484971,0
theta_rand,9,Time increasing,80,0.19572253192297537,0,0.04357442034156815,0.055276387620468104,-0.6425579658431855,0.5276387620468095,0.0029593812807293426,0.0494207824028102,1000,0.05,1.158435194379609,0
theta_rand,9,Time increasing,180,0.1366060119542609,0,0.044769953522114256,0.0547549201776609,-0.5230046477885751,0.4754920177660895,0.002492386693432316,0.04965952499356235,997,0.05,0.6809500128753115,0
theta_rand,9,Time increasing,280,0.13397891971218048,0,0.044974048297904946,0.05455352321358356,-0.5025951702095056,0.4553523213583559,0.0024750531690736167,0.04966839505017731,999,0.05,0.6632098996453839,0
theta_rand,9,Time decreasing,80,0.12877434795637352,3,0.043322422481925374,0.05598743903300217,-0.6677577518074628,0.5987439033002171,0.003257425767612592,0.0495805271207594,1000,0.05,0.8389457584812021,0
theta_rand,9,Time decreasing,180,0.09111219106359648,9,0.044681919099891276,0.05526960088452469,-0.5318080900108726,0.5269600884524688,0.0026741998262789606,0.04975634779448584,996,0.05,0.48730441102833033,0
theta_rand,9,Time decreasing,280,0.07380013994102581,1,0.044980035813133784,0.05494782531200888,-0.5019964186866223,0.49478253120088855,0.0025257415209204437,0.049813599922301215,991,0.05,0.37280015539757627,0
theta_rand,9,Middle-and-extreme,80,0.10353030828258242,0,0.04413271608498673,0.05545466738411683,-0.5867283915013279,0.5454667384116828,0.0029297697900792802,0.0496966800304361,997,0.05,0.6066399391278093,0
theta_rand,9,Middle-and-extreme,180,0.09925538345130352,0,0.04480544011438395,0.054847989304877914,-0.5194559885616051,0.48479893048779066,0.0025837832332273767,0.04974354560443097,997,0.05,0.5129087911380642,0
theta_rand,9,Middle-and-extreme,280,0.1120886361810985,0,0.04522422882069031,0.054757222046646764,-0.4775771179309686,0.4757222046646764,0.0024849037329321014,0.04972147052953432,998,0.05,0.5570589409313598,0
theta_rand,11,Equal,80,0.10981579053176266,1,0.043897085474031323,0.05555892821300338,-0.6102914525968675,0.555892821300338,0.0030223100227346096,0.04966810263562133,1000,0.05,0.6637947287573415,0
theta_rand,11,Equal,180,0.10422779277272856,0,0.04457856476234126,0.05463381225943549,-0.5421435237658739,0.46338122594354847,0.002689383867074099,0.049719691455616284,994,0.05,0.5606170887674372,0
theta_rand,11,Equal,280,0.0473321498075631,3,0.04503087865627262,0.05449066901849218,-0.4969121343727383,0.44906690184921755,0.0024513927048140155,0.04988397031325858,997,0.05,0.23205937348284855,0
theta_rand,11,Time increasing,80,0.1166873619601403,0,0.043716579595693736,0.05578432659640122,-0.6283420404306268,0.5784326596401216,0.0029702163765305168,0.04965341328657185,1000,0.05,0.6931734268563056,0
theta_rand,11,Time increasing,180,0.0769490118735781,0,0.0447954089938415,0.05499607206157814,-0.5204591006158504,0.49960720615781384,0.002544380703688078,0.049804212419021006,997,0.05,0.3915751619579938,0
theta_rand,11,Time increasing,280,0.11057571454958826,1,0.044869198034185646,0.05496805441246779,-0.5130801965814351,0.49680544124677906,0.002555645858603208,0.04971740763304926,996,0.05,0.5651847339014915,0
theta_rand,11,Time decreasing,80,0.09968814746529146,0,0.04405377554581133,0.055915068069857334,-0.5946224454188676,0.5915068069857325,0.003046302751058489,0.04969631972212856,999,0.05,0.6073605557428835,0
theta_rand,11,Time decreasing,180,0.10215267699285574,1,0.044960911403847226,0.05478034369657326,-0.5039088596152781,0.47803436965732554,0.0025773968952112233,0.0497367120074811,996,0.05,0.5265759850378027,0
theta_rand,11,Time decreasing,280,0.09914128278972102,2,0.044923248197927146,0.05464036380002182,-0.5076751802072857,0.46403638000218167,0.0024159946441522774,0.04976047519176565,996,0.05,0.4790496164687047,0
theta_rand,11,Middle-and-extreme,80,0.08529627750407663,0,0.04395095727807714,0.055527346725910184,-0.6049042721922865,0.5527346725910182,0.002978972826095912,0.04974590470714822,1000,0.05,0.5081905857035607,0
theta_rand,11,Middle-and-extreme,180,0.11838929209748018,0,0.04445043687420282,0.054758576558306085,-0.5549563125797181,0.47585765583060824,0.0026304077475526664,0.049688587888839515,994,0.05,0.6228242223209751,0
theta_rand,11,Middle-and-extreme,280,0.07554221069712792,1,0.04544256216718482,0.05469419293228666,-0.4557437832815188,0.46941929322866544,0.0024300189363200436,0.0498164309975145,996,0.05,0.3671380049709988,0
alpha_fixed,5,Equal,80,-0.014877697977964382,0,3.3132025410921253,3.326923689578913,-0.6797458907874709,0.692368957891296,0.00369806510104895,3.320055018695676,995,3.32,-0.00165718962880291,0
alpha_fixed,5,Equal,180,-0.014717356219271121,5,3.312186376105841,3.327990773688796,-0.7813623894158683,0.7990773688796197,0.0038473559371355365,3.320056622907829,967,3.32,-0.0017055092719623906,0
alpha_fixed,5,Equal,280,-0.09628694207521604,0,3.3086772172577286,3.33439496804081,-1.1322782742271276,1.4394968040810197,0.0066444166929292324,3.3206397705652355,981,3.32,-0.019270197748062518,0
alpha_fixed,5,Time increasing,80,0.01590995694082648,0,3.313004445549876,3.327339604174332,-0.6995554450124131,0.7339604174332546,0.003607683395246967,3.3199426019125253,1000,3.32,0.0017288580564612625,0
alpha_fixed,5,Time increasing,180,-0.024551833114621325,5,3.3128251236174897,3.3278135506113027,-0.7174876382509909,0.7813550611302842,0.0038708371983888533,3.3200950361489086,1000,3.32,-0.002862534605684081,0
alpha_fixed,5,Time increasing,280,-0.4900643256352599,17,3.307756919899423,3.3691134012621577,-1.2243080100576509,4.911340126215763,0.017480295883371137,3.328566469413989,936,3.32,-0.25802618716834597,0
alpha_fixed,5,Time decreasing,80,0.07581230944262264,0,3.3125989756858196,3.3261851686657415,-0.7401024314180371,0.6185168665741667,0.0034879000324574867,3.3197355742434342,968,3.32,0.007964631221855437,0
alpha_fixed,5,Time decreasing,180,0.00803035694538317,1,3.3127859358257354,3.3271384805785535,-0.7214064174264356,0.7138480578553799,0.0035481340076589396,3.3199715072174283,983,3.32,8.582163425166924e-4,0
